,dtfk1,ft1,dtsk1,dtfk2,ft2,dtsk2,dtfk3,ft3,dtsk3,dtfk4,ft4,dtsk4,dtfk5,ft5,dtsk5,dtfk6,ft6,dtsk6,dtfk7,ft7,dtsk7,dtfk8,ft8,dtsk8,dtfk9,ft9,dtsk9,dtfk10,ft10,dtsk10,dtfk11,ft11,dtsk11,dtfk12,ft12,dtsk12,dtfk13,ft13,dtsk13,dtfk14,ft14,dtsk14,sum,class
dtfk1,1.0,-0.1308650838734521,0.17005541893036108,0.21086356440198015,-0.17409120101045705,0.23683042189858322,0.029954528928490022,0.14333895964184076,0.20539719304446977,0.11634540355883564,-0.0611760869659399,-0.04766520088735494,-0.12445817713712852,-0.1547607107165697,0.0929491319248524,0.0033151673439879357,0.03439669735103446,0.22744648857533162,-0.0011573744801666901,-0.04086009491603569,0.01616873631115325,0.13012094028551108,-0.03730814801049653,-0.09629316321180097,-0.01817939479179899,0.004475226477663603,0.0630770589550446,0.0608604791488028,0.1054096085434133,-0.010759795670443648,0.12094948599206883,0.15872985506593354,0.14337781610001177,-0.05259467747395851,0.19268623364051338,0.09388949028115237,0.041668154725490576,0.028649584798245937,0.09610696721938768,0.17535936950233616,0.1127655016839581,0.08247640637362322,0.1373913647429851,
ft1,-0.1308650838734521,1.0,0.02984596826898186,-0.014349916102928685,0.0943997051083822,0.05152990134938759,-0.019239662944537224,0.26966015342554095,-0.05735475696573022,0.013362915739099765,0.22019997430099728,0.0781468777015345,0.014834448309680406,0.017605708362999017,-0.06794412484267758,0.09497443063665728,0.1356671721803085,0.13137408421380206,0.004145181827695042,0.19225622679969306,0.01521766705021167,-0.02688355878232572,-0.015316307690361993,0.05381467835622475,0.005118315123087735,0.09323565545230073,0.004679683201117335,0.021578446938695157,-0.009381513942080193,0.07327485495656474,-0.0530370753082078,0.1406553670969054,-0.0015207754861300776,-0.04437922719449241,0.30131505134334663,0.010762738718962132,0.014021972240041517,0.36548924714101216,0.0523077780471043,0.05941225150472413,0.23741914717664223,0.027963835611080054,0.323201127197118,
dtsk1,0.17005541893036108,0.02984596826898186,1.0,0.21548933147844967,0.011606068350858098,0.1492113825975946,0.28187984183353665,0.05643607619983599,0.060378247124074795,0.14164808897013786,0.10787678804010667,0.14068667227972603,-0.1927030457957393,-0.2038198250704294,0.07549430227434387,0.2275862771167602,0.0012035096489032596,0.08856880293574325,-0.09492282038092466,0.022809183139734082,-0.005791084010636745,0.025173934351751696,-0.02979419563011463,-0.22354438278512465,0.12461495511300723,0.00036628451185785117,0.06433286367597466,-0.04173672277350222,0.18828163196324485,0.1999009124667028,0.08113294921436408,0.1941921602876141,0.042986003999212596,-0.06618008884137395,0.046473934573906965,0.1674871723909505,0.1960446075260185,0.07477371146901798,0.07763477732806248,0.26000987738520415,0.026926696723421243,0.2904571623717279,0.2047036537419321,
dtfk2,0.21086356440198015,-0.014349916102928685,0.21548933147844967,1.0,-0.24428739364156424,0.3544021852556964,0.05105823082105877,-0.03676106796249885,0.04825009906272412,0.002388719559602335,0.17125309199696825,0.17927672158538513,-0.1254141220278877,-0.19101128743800141,0.02081068719376704,-0.027965965925605428,-0.056190720964664834,0.09556358479838417,0.09398197414630856,-0.06728394539756591,0.05785179254844094,0.05463977082745496,-0.06926475043596315,-0.0724149457253205,0.133351641864174,0.11215612128088773,-0.021630962229476098,0.08786459293944662,0.06884138936470446,0.06844643525001719,0.1555619425029083,0.030407552007188223,0.10089005972531856,-0.07551355453429043,-0.03728611118184187,0.05123867837901854,0.09795070002912429,-0.010027450913044179,0.1610930696771608,0.20143466971271537,0.022131832465207734,0.16989483727919455,0.16717378004679537,
ft2,-0.17409120101045705,0.0943997051083822,0.011606068350858098,-0.24428739364156424,1.0,-0.25306397775277234,-0.06452335094388977,-0.03010913250240379,0.0066005573922479875,-0.06488349247726255,0.03799241830853642,0.017349203352057817,0.015030602619844933,0.0361860428752653,0.03461312259573896,-0.046464737604071084,0.10941120567195581,-0.09934115985264758,0.048389223018565415,-0.03649206666502033,0.00510451998796913,-0.0708675798802888,-0.02081820653012705,-0.03237529371328367,-0.02967352207054016,-0.014127096021701603,-0.018445446183133245,-0.022655783061507017,0.10271431894536986,0.037749831585780866,-0.008544606695095755,0.07154097001646913,-0.1187727924317792,0.17108533035398396,0.005372721478143221,0.044881635383024636,-0.11604708564590424,-0.0007812193279977395,0.09771735170519223,-0.12994766119380177,-0.0575657341064768,-0.03476805042885392,0.03998720853078924,
dtsk2,0.23683042189858322,0.05152990134938759,0.1492113825975946,0.3544021852556964,-0.25306397775277234,1.0,0.2922003868685642,0.02117879409139189,0.2599854781489714,0.11545184366021598,0.07053347628564538,0.12539451129806653,-0.04592223786474792,-0.23736949962816703,-0.02053575301181418,0.04171109999444381,-0.014047553495304376,0.050146644614888346,-0.07883141870512395,-0.04670100590229542,0.08938343252373118,0.2062513441277955,-0.019579582675844715,-0.08000318492189129,-0.0180451137120638,-0.06869043176615845,0.1423225776725274,0.08791266981944104,0.05541158763660652,0.07482726064900702,-0.016445410370053235,0.013918555550212644,0.20946015189997003,0.09000419856954182,0.03751154873404031,0.09620497328905948,0.1103894366297958,0.06962254239205008,-0.026179297956717935,0.14536619709861925,0.07618462521656642,0.22516387094515455,0.13445494663160856,
dtfk3,0.029954528928490022,-0.019239662944537224,0.28187984183353665,0.05105823082105877,-0.06452335094388977,0.2922003868685642,1.0,-0.03345545659887105,-0.07862121098846557,0.16724257055127625,0.1408126744664755,0.013215543921903862,0.10533813546662754,-0.13427451780398253,0.21519428342108515,0.5564250140538679,-0.0031469739724687474,0.031604786484545885,0.04214225253525986,0.03740168346930523,0.14609125527054023,0.05485784490288564,-0.04084467628425527,0.08389015786297951,-0.033660051701286366,-0.06646362448053504,0.08698962449233649,0.061314500245747784,0.2644792280660598,0.1419220270505402,0.017243776725694902,0.09304493341596129,0.06074379698021169,-0.030106694533095293,0.02333061887788254,-0.027354911821524643,0.2830904505068838,0.23244829047177235,-0.052233011047588665,0.1730577002656641,0.24658534069665708,0.5365565343645163,0.25648533618997715,
ft3,0.14333895964184076,0.26966015342554095,0.05643607619983599,-0.03676106796249885,-0.03010913250240379,0.02117879409139189,-0.03345545659887105,1.0,0.031887787280388415,0.039449730910158735,0.07528811988612319,-0.06458051361962178,-0.07453272123952384,-0.02237169445343157,0.06062589276963825,0.0031673721718494673,0.4946201557117759,0.14825833444437445,-0.03859218498280597,0.13898204686096147,-0.03171248795235877,-0.04903617258732145,-0.05080646943632521,-0.09114830760774029,-0.03766524817374368,-0.07426819822185084,0.03975244014330491,-0.02922808846154374,0.000629335003882771,-0.04380872599193485,-0.10691682322643721,0.14599220650569963,0.027551560723338118,-0.044378239471110484,0.2862202256371292,0.012784308724685839,0.04723540786767121,0.1870037216300122,0.0032119798178919697,0.07748242926867754,0.17590075253619555,0.04592567143119125,0.19290129834520192,
dtsk3,0.20539719304446977,-0.05735475696573022,0.060378247124074795,0.04825009906272412,0.0066005573922479875,0.2599854781489714,-0.07862121098846557,0.031887787280388415,1.0,0.31940519520714195,-0.08416016753207495,0.014597911757968231,-0.13790698936066328,-0.12829020409726286,0.1227180556702978,-0.07167458112108271,0.043628785389979864,0.09327578591998896,0.004341021522838803,-0.05182807570360157,0.011362758600427156,0.16621339687707073,0.008748382026280834,-0.046361612066086216,-0.013921739681739747,0.002903420202630084,0.12505275733634041,0.12608142155583485,-0.016991238433787054,0.017360786594771735,0.06700865088943307,0.096723927680485,0.2547031868546766,-0.0013228370764399192,0.14116469000171544,0.0655347424981279,0.036924339920338195,-0.05291217555107315,0.11649675806323238,0.18798333466854308,-0.06370342679017212,0.1301682258104974,0.10992508052509525,
dtfk4,0.11634540355883564,0.013362915739099765,0.14164808897013786,0.002388719559602335,-0.06488349247726255,0.11545184366021598,0.16724257055127625,0.039449730910158735,0.31940519520714195,1.0,-0.1313273718601625,-0.025096111004394763,0.19964756420925522,-0.0455352993385993,0.04200244815633814,0.1467843666216984,0.03429865350042037,0.039419161940021416,-0.009774983423803688,-0.058651284902677264,0.2121380746845798,0.06004479493462868,-0.10497843321437314,0.06822822230393082,-0.002747262921463859,-0.044735611288985316,0.07015698103105916,0.09135188978645019,0.09207261095886521,0.17778246760221764,-0.0026504984794196587,0.1083726119800654,0.19441082016009945,-0.0125340700723589,0.09668321353377525,-0.006673812092904533,0.07985733625789879,0.027708791232880912,0.024955967309804903,0.2023597335635929,-0.002317725096304787,0.25649403477279414,0.18754649119895864,
